asteroid_number,family_name,family_id,catalog_source,population,reported_family_member_count,is_primary
1365,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1367,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1370,Flora,P25-1002,Proper25_2026,main_belt,23002,true
1371,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
1372,Watsonia,P25-2037,Proper25_2026,main_belt,226,true
1378,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
1383,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1384,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
1387,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1387,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1388,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1389,Karin,P25-3010,Proper25_2026,main_belt,3863,true
1389,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
1389,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
1390,Abastumani,P25-6011,Proper25_2026,main_belt,65,true
1394,Algoa,P25-1027,Proper25_2026,main_belt,27,true
1394,Velleda,P25-1022,Proper25_2026,main_belt,308,false
1396,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1396,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1399,Flora,P25-1002,Proper25_2026,main_belt,23002,true
1400,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
1403,Chloris,P25-2009,Proper25_2026,main_belt,1071,true
1410,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1412,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1412,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1413,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1414,Dora,P25-2012,Proper25_2026,main_belt,4906,true
1416,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1423,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1425,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
1427,Bellona,P25-2042,Proper25_2026,main_belt,958,true
1431,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
1434,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1440,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1442,Karin,P25-3010,Proper25_2026,main_belt,3863,true
1442,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
1442,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
1445,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1446,Flora,P25-1002,Proper25_2026,main_belt,23002,true
1449,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1449,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1461,Jean-Jacques,P25-3069,Proper25_2026,main_belt,174,true
1462,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1464,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1474,Pallas,P25-5001,Proper25_2026,main_belt,515,true
1476,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1476,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1482,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1484,Postrema,P25-2041,Proper25_2026,main_belt,279,true
1485,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1487,Beagle,P25-3020,Proper25_2026,main_belt,638,true
1487,Themis,P25-3002,Proper25_2026,main_belt,13627,false
1493,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
1495,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
1497,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1499,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
1503,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
1508,Pallas,P25-5001,Proper25_2026,main_belt,515,true
1518,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1518,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1521,Brasilia,P25-3008,Proper25_2026,main_belt,3466,true
1523,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1523,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1524,Joensuu,P25-3070,Proper25_2026,main_belt,201,true
1526,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1526,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1527,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1527,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1529,Hilda,PDS2015-001,NASA_PDS_2015_excluded_population,hilda,409,true
1530,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1530,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1531,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
1532,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1533,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1534,Chloris,P25-2009,Proper25_2026,main_belt,1071,true
1539,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1547,Iannini,P25-2020,Proper25_2026,main_belt,3110,true
1552,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1554,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
1557,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1561,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
1562,Flora,P25-1002,Proper25_2026,main_belt,23002,true
1565,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1568,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1570,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1573,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1575,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1576,Beagle,P25-3020,Proper25_2026,main_belt,638,true
1576,Themis,P25-3002,Proper25_2026,main_belt,13627,false
1577,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1577,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1581,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1590,VandenBos,P25-1029,Proper25_2026,main_belt,285,true
1590,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1591,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1598,Paloque,P25-1028,Proper25_2026,main_belt,117,true
1599,Giomus,P25-3071,Proper25_2026,main_belt,322,true
1599,Hygiea,P25-3001,Proper25_2026,main_belt,12750,false
1604,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1605,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1609,Gersuind,P25-5004,Proper25_2026,main_belt,567,true
1611,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
1613,Chloris,P25-2009,Proper25_2026,main_belt,1071,true
1615,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1618,Karin,P25-3010,Proper25_2026,main_belt,3863,true
1618,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
1618,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
1619,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1619,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1622,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1622,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1623,Beagle,P25-3020,Proper25_2026,main_belt,638,true
1623,Themis,P25-3002,Proper25_2026,main_belt,13627,false
1624,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1626,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1631,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1631,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1633,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1635,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1636,Flora,P25-1002,Proper25_2026,main_belt,23002,true
1641,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1649,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1650,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
1657,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1658,Rafita,P25-2018,Proper25_2026,main_belt,2126,true
1660,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1661,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1661,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1662,Merxia,P25-2013,Proper25_2026,main_belt,4226,true
1663,VandenBos,P25-1029,Proper25_2026,main_belt,285,true
1663,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1666,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1666,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1667,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1667,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1668,Hanna,P25-2033,Proper25_2026,main_belt,1019,true
1669,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1674,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1675,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1675,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1686,Beagle,P25-3020,Proper25_2026,main_belt,638,true
1686,Themis,P25-3002,Proper25_2026,main_belt,13627,false
1687,Beagle,P25-3020,Proper25_2026,main_belt,638,true
1687,Themis,P25-3002,Proper25_2026,main_belt,13627,false
1691,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1696,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1696,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1698,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1711,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1723,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1725,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1726,Hoffmeister,P25-2019,Proper25_2026,main_belt,5590,true
1730,Phaeo,P25-2030,Proper25_2026,main_belt,677,true
1732,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1734,Dora,P25-2012,Proper25_2026,main_belt,4906,true
1737,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1740,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
1741,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1742,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1745,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1746,Hilda,PDS2015-001,NASA_PDS_2015_excluded_population,hilda,409,true
1751,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
1752,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1752,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1753,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1755,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1758,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1762,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1764,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1767,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1774,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1775,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
1778,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1780,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1782,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1783,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
1786,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1787,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1788,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1790,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1790,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1795,Dora,P25-2012,Proper25_2026,main_belt,4906,true
1800,Sulamitis,P25-1008,Proper25_2026,main_belt,825,true
1801,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1802,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1803,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1805,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1806,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1806,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1807,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1807,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1809,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1810,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1810,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1812,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1816,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1817,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1821,Aconcagua,P25-1052,Proper25_2026,main_belt,5,true
1821,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,false
1824,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1826,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1834,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1835,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1836,Dora,P25-2012,Proper25_2026,main_belt,4906,true
1838,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
1839,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
1840,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1842,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1842,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1844,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1845,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1851,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1852,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1857,Flora,P25-1002,Proper25_2026,main_belt,23002,true
1867,Ennomos,PDS2015-009,NASA_PDS_2015_excluded_population,jupiter_trojan,30,true
1878,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1882,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1883,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1884,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1886,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
1887,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1892,Lucienne,P25-1009,Proper25_2026,main_belt,1525,true
1894,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1895,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1896,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
1898,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1901,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
1903,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1906,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
1910,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1911,Schubart,PDS2015-002,NASA_PDS_2015_excluded_population,hilda,352,true
1912,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1913,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1919,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
1923,Sulamitis,P25-1008,Proper25_2026,main_belt,825,true
1924,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
1926,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
1932,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
1933,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
1934,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1936,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
1939,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1941,Schubart,PDS2015-002,NASA_PDS_2015_excluded_population,hilda,352,true
1942,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1947,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1953,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1955,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
1956,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1957,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1959,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
1963,Bezovec,P25-4018,Proper25_2026,main_belt,354,true
1963,Phocaea,P25-4001,Proper25_2026,main_belt,8406,false
1970,Dora,P25-2012,Proper25_2026,main_belt,4906,true
1971,Eos,P25-3006,Proper25_2026,main_belt,33006,true
1979,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
1986,Themis,P25-3002,Proper25_2026,main_belt,13627,true
1987,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
1990,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
1990,Flora,P25-1002,Proper25_2026,main_belt,23002,false
1994,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
1997,Flora,P25-1002,Proper25_2026,main_belt,23002,true
2000,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
2003,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2007,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
2008,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
2009,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2011,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
2014,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
2016,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2017,Flora,P25-1002,Proper25_2026,main_belt,23002,true
2019,Flora,P25-1002,Proper25_2026,main_belt,23002,true
2020,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2024,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
2027,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2029,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
2031,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
2031,Flora,P25-1002,Proper25_2026,main_belt,23002,false
2039,Beagle,P25-3020,Proper25_2026,main_belt,638,true
2039,Themis,P25-3002,Proper25_2026,main_belt,13627,false
2042,Merxia,P25-2013,Proper25_2026,main_belt,4226,true
2044,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
2045,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
2046,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2050,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
2051,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
2052,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2053,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
2055,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
2058,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2066,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
2075,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
2076,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
2076,Flora,P25-1002,Proper25_2026,main_belt,23002,false
2078,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
2079,Jacchia,P25-2061,Proper25_2026,main_belt,125,true
2080,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
2080,Flora,P25-1002,Proper25_2026,main_belt,23002,false
2086,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
2088,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
2088,Flora,P25-1002,Proper25_2026,main_belt,23002,false
2092,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
2093,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
2093,Flora,P25-1002,Proper25_2026,main_belt,23002,false
2094,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
2094,Flora,P25-1002,Proper25_2026,main_belt,23002,false
2110,Moore-Sitterly,P25-1030,Proper25_2026,main_belt,17,true
2114,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2115,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2117,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
2119,Flora,P25-1002,Proper25_2026,main_belt,23002,true
2123,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
2124,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2130,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
2130,Flora,P25-1002,Proper25_2026,main_belt,23002,false
2134,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
2136,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2142,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2144,Karin,P25-3010,Proper25_2026,main_belt,3863,true
2144,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
2144,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
2145,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
2147,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
2147,Eos,P25-3006,Proper25_2026,main_belt,33006,false
2153,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2155,Karin,P25-3010,Proper25_2026,main_belt,3863,true
2155,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
2155,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
2157,Gefion,P25-2016,Proper25_2026,main_belt,4807,true
2160,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
2163,Beagle,P25-3020,Proper25_2026,main_belt,638,true
2163,Themis,P25-3002,Proper25_2026,main_belt,13627,false
2164,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2165,McDonalda,P25-3067,Proper25_2026,main_belt,260,true
2165,Themis,P25-3002,Proper25_2026,main_belt,13627,false
2169,Astrid,P25-2015,Proper25_2026,main_belt,1585,true
2176,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
2179,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2180,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2181,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
2182,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2188,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
2191,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2192,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2196,Sylvia,P25-3003,Proper25_2026,main_belt,1649,true
2197,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2203,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2206,Patsy,P25-3074,Proper25_2026,main_belt,826,true
2206,Eos,P25-3006,Proper25_2026,main_belt,33006,false
2209,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
2210,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
2211,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
2216,Eos,P25-3006,Proper25_2026,main_belt,33006,true
2217,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2220,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2222,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2224,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
2225,Kutaissi,P25-3046,Proper25_2026,main_belt,371,true
2225,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
2226,Karin,P25-3010,Proper25_2026,main_belt,3863,true
2226,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
2226,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
2228,Themis,P25-3002,Proper25_2026,main_belt,13627,true
2230,Karin,P25-3010,Proper25_2026,main_belt,3863,true
